,Date,Open,High,Low,Close,Volume,Change
428,2019-08-05,0,0,0,8010,0,0.0
429,2019-08-06,0,0,0,8010,0,0.0
430,2019-08-07,0,0,0,8010,0,0.0
431,2019-08-08,0,0,0,8010,0,0.0
432,2019-08-09,0,0,0,8010,0,0.0
433,2019-08-12,0,0,0,8010,0,0.0
434,2019-08-13,0,0,0,8010,0,0.0
435,2019-08-14,0,0,0,8010,0,0.0
436,2019-08-16,0,0,0,8010,0,0.0
437,2019-08-19,0,0,0,8010,0,0.0
438,2019-08-20,0,0,0,8010,0,0.0
439,2019-08-21,0,0,0,8010,0,0.0
440,2019-08-22,0,0,0,8010,0,0.0
441,2019-08-23,0,0,0,8010,0,0.0
442,2019-08-26,0,0,0,8010,0,0.0
443,2019-08-27,0,0,0,8010,0,0.0
444,2019-08-28,0,0,0,8010,0,0.0
445,2019-08-29,0,0,0,8010,0,0.0
446,2019-08-30,0,0,0,8010,0,0.0
447,2019-09-02,0,0,0,8010,0,0.0
448,2019-09-03,0,0,0,8010,0,0.0
449,2019-09-04,0,0,0,8010,0,0.0
450,2019-09-05,0,0,0,8010,0,0.0
451,2019-09-06,0,0,0,8010,0,0.0
452,2019-09-09,0,0,0,8010,0,0.0
453,2019-09-10,0,0,0,8010,0,0.0
454,2019-09-11,0,0,0,8010,0,0.0
455,2019-09-16,0,0,0,8010,0,0.0
456,2019-09-17,0,0,0,8010,0,0.0
457,2019-09-18,0,0,0,8010,0,0.0
458,2019-09-19,0,0,0,8010,0,0.0
459,2019-09-20,0,0,0,8010,0,0.0
460,2019-09-23,0,0,0,8010,0,0.0
461,2019-09-24,0,0,0,8010,0,0.0
462,2019-09-25,0,0,0,8010,0,0.0
463,2019-09-26,0,0,0,8010,0,0.0
464,2019-09-27,0,0,0,8010,0,0.0
465,2019-09-30,0,0,0,8010,0,0.0
466,2019-10-01,0,0,0,8010,0,0.0
467,2019-10-02,0,0,0,8010,0,0.0
468,2019-10-04,0,0,0,8010,0,0.0
469,2019-10-07,0,0,0,8010,0,0.0
470,2019-10-08,0,0,0,8010,0,0.0
471,2019-10-10,0,0,0,8010,0,0.0
472,2019-10-11,0,0,0,8010,0,0.0
473,2019-10-14,0,0,0,8010,0,0.0
474,2019-10-15,0,0,0,8010,0,0.0
475,2019-10-16,0,0,0,8010,0,0.0
476,2019-10-17,0,0,0,8010,0,0.0
477,2019-10-18,0,0,0,8010,0,0.0
478,2019-10-21,0,0,0,8010,0,0.0
479,2019-10-22,0,0,0,8010,0,0.0
480,2019-10-23,0,0,0,8010,0,0.0
481,2019-10-24,0,0,0,8010,0,0.0
482,2019-10-25,0,0,0,8010,0,0.0
483,2019-10-28,0,0,0,8010,0,0.0
484,2019-10-29,0,0,0,8010,0,0.0
485,2019-10-30,0,0,0,8010,0,0.0
486,2019-10-31,0,0,0,8010,0,0.0
487,2019-11-01,0,0,0,8010,0,0.0
488,2019-11-04,0,0,0,8010,0,0.0
489,2019-11-05,0,0,0,8010,0,0.0
490,2019-11-06,0,0,0,8010,0,0.0
491,2019-11-07,0,0,0,8010,0,0.0
492,2019-11-08,0,0,0,8010,0,0.0
493,2019-11-11,0,0,0,8010,0,0.0
494,2019-11-12,0,0,0,8010,0,0.0
495,2019-11-13,0,0,0,8010,0,0.0
496,2019-11-14,0,0,0,8010,0,0.0
497,2019-11-15,0,0,0,8010,0,0.0
498,2019-11-18,0,0,0,8010,0,0.0
499,2019-11-19,0,0,0,8010,0,0.0
500,2019-11-20,0,0,0,8010,0,0.0
501,2019-11-21,0,0,0,8010,0,0.0
502,2019-11-22,0,0,0,8010,0,0.0
503,2019-11-25,0,0,0,8010,0,0.0
504,2019-11-26,0,0,0,8010,0,0.0
505,2019-11-27,0,0,0,8010,0,0.0
506,2019-11-28,0,0,0,8010,0,0.0
507,2019-11-29,0,0,0,8010,0,0.0
508,2019-12-02,0,0,0,8010,0,0.0
509,2019-12-03,0,0,0,8010,0,0.0
510,2019-12-04,0,0,0,8010,0,0.0
511,2019-12-05,0,0,0,8010,0,0.0
512,2019-12-06,0,0,0,8010,0,0.0
513,2019-12-09,0,0,0,8010,0,0.0
514,2019-12-10,0,0,0,8010,0,0.0
515,2019-12-11,0,0,0,8010,0,0.0
516,2019-12-12,0,0,0,8010,0,0.0
517,2019-12-13,0,0,0,8010,0,0.0
518,2019-12-16,0,0,0,8010,0,0.0
519,2019-12-17,0,0,0,8010,0,0.0
520,2019-12-18,0,0,0,8010,0,0.0
521,2019-12-19,0,0,0,8010,0,0.0
522,2019-12-20,0,0,0,8010,0,0.0
523,2019-12-23,0,0,0,8010,0,0.0
524,2019-12-24,0,0,0,8010,0,0.0
525,2019-12-26,0,0,0,8010,0,0.0
526,2019-12-27,0,0,0,8010,0,0.0
527,2019-12-30,0,0,0,8010,0,0.0
528,2020-01-02,0,0,0,8010,0,0.0
529,2020-01-03,0,0,0,8010,0,0.0
530,2020-01-06,0,0,0,8010,0,0.0
531,2020-01-07,0,0,0,8010,0,0.0
532,2020-01-08,0,0,0,8010,0,0.0
533,2020-01-09,0,0,0,8010,0,0.0
534,2020-01-10,0,0,0,8010,0,0.0
535,2020-01-13,0,0,0,8010,0,0.0
536,2020-01-14,0,0,0,8010,0,0.0
537,2020-01-15,0,0,0,8010,0,0.0
538,2020-01-16,0,0,0,8010,0,0.0
539,2020-01-17,0,0,0,8010,0,0.0
540,2020-01-20,0,0,0,8010,0,0.0
541,2020-01-21,0,0,0,8010,0,0.0
542,2020-01-22,0,0,0,8010,0,0.0
543,2020-01-23,0,0,0,8010,0,0.0
544,2020-01-28,0,0,0,8010,0,0.0
545,2020-01-29,0,0,0,8010,0,0.0
546,2020-01-30,0,0,0,8010,0,0.0
547,2020-01-31,0,0,0,8010,0,0.0
548,2020-02-03,0,0,0,8010,0,0.0
549,2020-02-04,0,0,0,8010,0,0.0
550,2020-02-05,0,0,0,8010,0,0.0
551,2020-02-06,0,0,0,8010,0,0.0
552,2020-02-07,0,0,0,8010,0,0.0
553,2020-02-10,0,0,0,8010,0,0.0
554,2020-02-11,0,0,0,8010,0,0.0
555,2020-02-12,0,0,0,8010,0,0.0
556,2020-02-13,0,0,0,8010,0,0.0
557,2020-02-14,0,0,0,8010,0,0.0
558,2020-02-17,0,0,0,8010,0,0.0
559,2020-02-18,0,0,0,8010,0,0.0
560,2020-02-19,0,0,0,8010,0,0.0
561,2020-02-20,0,0,0,8010,0,0.0
562,2020-02-21,0,0,0,8010,0,0.0
563,2020-02-24,0,0,0,8010,0,0.0
564,2020-02-25,0,0,0,8010,0,0.0
565,2020-02-26,0,0,0,8010,0,0.0
566,2020-02-27,0,0,0,8010,0,0.0
567,2020-02-28,0,0,0,8010,0,0.0
568,2020-03-02,0,0,0,8010,0,0.0
569,2020-03-03,0,0,0,8010,0,0.0
570,2020-03-04,0,0,0,8010,0,0.0
571,2020-03-05,0,0,0,8010,0,0.0
572,2020-03-06,0,0,0,8010,0,0.0
573,2020-03-09,0,0,0,8010,0,0.0
574,2020-03-10,0,0,0,8010,0,0.0
575,2020-03-11,0,0,0,8010,0,0.0
576,2020-03-12,0,0,0,8010,0,0.0
577,2020-03-13,0,0,0,8010,0,0.0
578,2020-03-16,0,0,0,8010,0,0.0
579,2020-03-17,0,0,0,8010,0,0.0
580,2020-03-18,0,0,0,8010,0,0.0
581,2020-03-19,0,0,0,8010,0,0.0
582,2020-03-20,0,0,0,8010,0,0.0
583,2020-03-23,0,0,0,8010,0,0.0
584,2020-03-24,0,0,0,8010,0,0.0
585,2020-03-25,0,0,0,8010,0,0.0
586,2020-03-26,0,0,0,8010,0,0.0
587,2020-03-27,0,0,0,8010,0,0.0
588,2020-03-30,0,0,0,8010,0,0.0
589,2020-03-31,0,0,0,8010,0,0.0
590,2020-04-01,0,0,0,8010,0,0.0
591,2020-04-02,0,0,0,8010,0,0.0
592,2020-04-03,0,0,0,8010,0,0.0
593,2020-04-06,0,0,0,8010,0,0.0
594,2020-04-07,0,0,0,8010,0,0.0
595,2020-04-08,0,0,0,8010,0,0.0
596,2020-04-09,0,0,0,8010,0,0.0
597,2020-04-10,0,0,0,8010,0,0.0
598,2020-04-13,0,0,0,8010,0,0.0
599,2020-04-14,0,0,0,8010,0,0.0
600,2020-04-16,0,0,0,8010,0,0.0
601,2020-04-17,0,0,0,8010,0,0.0
602,2020-04-20,0,0,0,8010,0,0.0
603,2020-04-21,0,0,0,8010,0,0.0
604,2020-04-22,0,0,0,8010,0,0.0
605,2020-04-23,0,0,0,8010,0,0.0
606,2020-04-24,0,0,0,8010,0,0.0
607,2020-04-27,0,0,0,8010,0,0.0
608,2020-04-28,0,0,0,8010,0,0.0
609,2020-04-29,0,0,0,8010,0,0.0
610,2020-05-04,0,0,0,8010,0,0.0
611,2020-05-06,0,0,0,8010,0,0.0
612,2020-05-07,0,0,0,8010,0,0.0
613,2020-05-08,0,0,0,8010,0,0.0
614,2020-05-11,0,0,0,8010,0,0.0
615,2020-05-12,0,0,0,8010,0,0.0
616,2020-05-13,0,0,0,8010,0,0.0
617,2020-05-14,0,0,0,8010,0,0.0
618,2020-05-15,0,0,0,8010,0,0.0
619,2020-05-18,0,0,0,8010,0,0.0
620,2020-05-19,0,0,0,8010,0,0.0
621,2020-05-20,0,0,0,8010,0,0.0
622,2020-05-21,0,0,0,8010,0,0.0
623,2020-05-22,0,0,0,8010,0,0.0
624,2020-05-25,0,0,0,8010,0,0.0
625,2020-05-26,0,0,0,8010,0,0.0
626,2020-05-27,0,0,0,8010,0,0.0
627,2020-05-28,0,0,0,8010,0,0.0
628,2020-05-29,0,0,0,8010,0,0.0
629,2020-06-01,0,0,0,8010,0,0.0
630,2020-06-02,0,0,0,8010,0,0.0
631,2020-06-03,0,0,0,8010,0,0.0
632,2020-06-04,0,0,0,8010,0,0.0
633,2020-06-05,0,0,0,8010,0,0.0
634,2020-06-08,0,0,0,8010,0,0.0
635,2020-06-09,0,0,0,8010,0,0.0
636,2020-06-10,0,0,0,8010,0,0.0
637,2020-06-11,0,0,0,8010,0,0.0
638,2020-06-12,0,0,0,8010,0,0.0
639,2020-06-15,0,0,0,8010,0,0.0
640,2020-06-16,0,0,0,8010,0,0.0
641,2020-06-17,0,0,0,8010,0,0.0
642,2020-06-18,0,0,0,8010,0,0.0
643,2020-06-19,0,0,0,8010,0,0.0
644,2020-06-22,0,0,0,8010,0,0.0
645,2020-06-23,0,0,0,8010,0,0.0
646,2020-06-24,0,0,0,8010,0,0.0
647,2020-06-25,0,0,0,8010,0,0.0
648,2020-06-26,0,0,0,8010,0,0.0
649,2020-06-29,0,0,0,8010,0,0.0
650,2020-06-30,0,0,0,8010,0,0.0
651,2020-07-01,0,0,0,8010,0,0.0
652,2020-07-02,0,0,0,8010,0,0.0
653,2020-07-03,0,0,0,8010,0,0.0
654,2020-07-06,0,0,0,8010,0,0.0
655,2020-07-07,0,0,0,8010,0,0.0
656,2020-07-08,0,0,0,8010,0,0.0
657,2020-07-09,0,0,0,8010,0,0.0
658,2020-07-10,0,0,0,8010,0,0.0
659,2020-07-13,0,0,0,8010,0,0.0
660,2020-07-14,0,0,0,8010,0,0.0
661,2020-07-15,0,0,0,8010,0,0.0
662,2020-07-16,0,0,0,8010,0,0.0
663,2020-07-17,0,0,0,8010,0,0.0
664,2020-07-20,0,0,0,8010,0,0.0
665,2020-07-21,0,0,0,8010,0,0.0
666,2020-07-22,0,0,0,8010,0,0.0
667,2020-07-23,0,0,0,8010,0,0.0
668,2020-07-24,0,0,0,8010,0,0.0
669,2020-07-27,0,0,0,8010,0,0.0
670,2020-07-28,0,0,0,8010,0,0.0
671,2020-07-29,0,0,0,8010,0,0.0
672,2020-07-30,0,0,0,8010,0,0.0
673,2020-07-31,0,0,0,8010,0,0.0
674,2020-08-03,0,0,0,8010,0,0.0
675,2020-08-04,0,0,0,8010,0,0.0
676,2020-08-05,0,0,0,8010,0,0.0
677,2020-08-06,0,0,0,8010,0,0.0
678,2020-08-07,0,0,0,8010,0,0.0
679,2020-08-10,0,0,0,8010,0,0.0
680,2020-08-11,0,0,0,8010,0,0.0
681,2020-08-12,0,0,0,8010,0,0.0
682,2020-08-13,0,0,0,8010,0,0.0
683,2020-08-14,0,0,0,8010,0,0.0
684,2020-08-18,0,0,0,8010,0,0.0
685,2020-08-19,0,0,0,8010,0,0.0
686,2020-08-20,0,0,0,8010,0,0.0
687,2020-08-21,0,0,0,8010,0,0.0
688,2020-08-24,0,0,0,8010,0,0.0
689,2020-08-25,0,0,0,8010,0,0.0
690,2020-08-26,0,0,0,8010,0,0.0
691,2020-08-27,0,0,0,8010,0,0.0
692,2020-08-28,0,0,0,8010,0,0.0
693,2020-08-31,0,0,0,8010,0,0.0
694,2020-09-01,0,0,0,8010,0,0.0
695,2020-09-02,0,0,0,8010,0,0.0
696,2020-09-03,0,0,0,8010,0,0.0
697,2020-09-04,0,0,0,8010,0,0.0
698,2020-09-07,0,0,0,8010,0,0.0
699,2020-09-08,0,0,0,8010,0,0.0
700,2020-09-09,0,0,0,8010,0,0.0
701,2020-09-10,0,0,0,8010,0,0.0
702,2020-09-11,0,0,0,8010,0,0.0
703,2020-09-14,0,0,0,8010,0,0.0
704,2020-09-15,0,0,0,8010,0,0.0
705,2020-09-16,0,0,0,8010,0,0.0
706,2020-09-17,0,0,0,8010,0,0.0
707,2020-09-18,0,0,0,8010,0,0.0
708,2020-09-21,0,0,0,8010,0,0.0
709,2020-09-22,0,0,0,8010,0,0.0
710,2020-09-23,0,0,0,8010,0,0.0
711,2020-09-24,0,0,0,8010,0,0.0
712,2020-09-25,0,0,0,8010,0,0.0
713,2020-09-28,0,0,0,8010,0,0.0
714,2020-09-29,0,0,0,8010,0,0.0
715,2020-10-05,0,0,0,8010,0,0.0
716,2020-10-06,0,0,0,8010,0,0.0
717,2020-10-07,0,0,0,8010,0,0.0
718,2020-10-08,0,0,0,8010,0,0.0
719,2020-10-12,0,0,0,8010,0,0.0
720,2020-10-13,0,0,0,8010,0,0.0
721,2020-10-14,0,0,0,8010,0,0.0
722,2020-10-15,0,0,0,8010,0,0.0
723,2020-10-16,0,0,0,8010,0,0.0
724,2020-10-19,0,0,0,8010,0,0.0
725,2020-10-20,0,0,0,8010,0,0.0
726,2020-10-21,0,0,0,8010,0,0.0
727,2020-10-22,0,0,0,8010,0,0.0
728,2020-10-23,0,0,0,8010,0,0.0
729,2020-10-26,0,0,0,8010,0,0.0
730,2020-10-27,0,0,0,8010,0,0.0
731,2020-10-28,0,0,0,8010,0,0.0
732,2020-10-29,0,0,0,8010,0,0.0
733,2020-10-30,0,0,0,8010,0,0.0
734,2020-11-02,0,0,0,8010,0,0.0
735,2020-11-03,0,0,0,8010,0,0.0
736,2020-11-04,0,0,0,8010,0,0.0
737,2020-11-05,0,0,0,8010,0,0.0
738,2020-11-06,0,0,0,8010,0,0.0
739,2020-11-09,0,0,0,8010,0,0.0
740,2020-11-10,0,0,0,8010,0,0.0
741,2020-11-11,0,0,0,8010,0,0.0
742,2020-11-12,0,0,0,8010,0,0.0
743,2020-11-13,0,0,0,8010,0,0.0
744,2020-11-16,0,0,0,8010,0,0.0
745,2020-11-17,0,0,0,8010,0,0.0
746,2020-11-18,0,0,0,8010,0,0.0
747,2020-11-19,0,0,0,8010,0,0.0
748,2020-11-20,0,0,0,8010,0,0.0
749,2020-11-23,0,0,0,8010,0,0.0
750,2020-11-24,0,0,0,8010,0,0.0
751,2020-11-25,0,0,0,8010,0,0.0
752,2020-11-26,0,0,0,8010,0,0.0
753,2020-11-27,0,0,0,8010,0,0.0
754,2020-11-30,0,0,0,8010,0,0.0
755,2020-12-01,0,0,0,8010,0,0.0
756,2020-12-02,0,0,0,8010,0,0.0
757,2020-12-03,0,0,0,8010,0,0.0
758,2020-12-04,0,0,0,8010,0,0.0
759,2020-12-07,0,0,0,8010,0,0.0
760,2020-12-08,0,0,0,8010,0,0.0
761,2020-12-09,0,0,0,8010,0,0.0
762,2020-12-10,0,0,0,8010,0,0.0
763,2020-12-11,0,0,0,8010,0,0.0
764,2020-12-14,0,0,0,8010,0,0.0
765,2020-12-15,0,0,0,8010,0,0.0
766,2020-12-16,0,0,0,8010,0,0.0
767,2020-12-17,0,0,0,8010,0,0.0
768,2020-12-18,0,0,0,8010,0,0.0
769,2020-12-21,0,0,0,8010,0,0.0
770,2020-12-22,0,0,0,8010,0,0.0
771,2020-12-23,0,0,0,8010,0,0.0
772,2020-12-24,0,0,0,8010,0,0.0
773,2020-12-28,0,0,0,8010,0,0.0
774,2020-12-29,0,0,0,8010,0,0.0
775,2020-12-30,0,0,0,8010,0,0.0
776,2021-01-04,0,0,0,8010,0,0.0
777,2021-01-05,0,0,0,8010,0,0.0
778,2021-01-06,0,0,0,8010,0,0.0
779,2021-01-07,0,0,0,8010,0,0.0
780,2021-01-08,0,0,0,8010,0,0.0
781,2021-01-11,0,0,0,8010,0,0.0
782,2021-01-12,0,0,0,8010,0,0.0
783,2021-01-13,0,0,0,8010,0,0.0
784,2021-01-14,0,0,0,8010,0,0.0
785,2021-01-15,0,0,0,8010,0,0.0
786,2021-01-18,0,0,0,8010,0,0.0
787,2021-01-19,0,0,0,8010,0,0.0
788,2021-01-20,0,0,0,8010,0,0.0
789,2021-01-21,0,0,0,8010,0,0.0
790,2021-01-22,0,0,0,8010,0,0.0
791,2021-01-25,0,0,0,8010,0,0.0
792,2021-01-26,0,0,0,8010,0,0.0
793,2021-01-27,0,0,0,8010,0,0.0
794,2021-01-28,0,0,0,8010,0,0.0
795,2021-01-29,0,0,0,8010,0,0.0
796,2021-02-01,0,0,0,8010,0,0.0
797,2021-02-02,0,0,0,8010,0,0.0
798,2021-02-03,0,0,0,8010,0,0.0
799,2021-02-04,0,0,0,8010,0,0.0
800,2021-02-05,0,0,0,8010,0,0.0
801,2021-02-08,0,0,0,8010,0,0.0
802,2021-02-09,0,0,0,8010,0,0.0
803,2021-02-10,0,0,0,8010,0,0.0
804,2021-02-15,0,0,0,8010,0,0.0
805,2021-02-16,0,0,0,8010,0,0.0
806,2021-02-17,0,0,0,8010,0,0.0
807,2021-02-18,0,0,0,8010,0,0.0
808,2021-02-19,0,0,0,8010,0,0.0
809,2021-02-22,0,0,0,8010,0,0.0
810,2021-02-23,0,0,0,8010,0,0.0
811,2021-02-24,0,0,0,8010,0,0.0
812,2021-02-25,0,0,0,8010,0,0.0
813,2021-02-26,0,0,0,8010,0,0.0
814,2021-03-02,0,0,0,8010,0,0.0
815,2021-03-03,0,0,0,8010,0,0.0
816,2021-03-04,0,0,0,8010,0,0.0
817,2021-03-05,0,0,0,8010,0,0.0
818,2021-03-08,0,0,0,8010,0,0.0
819,2021-03-09,0,0,0,8010,0,0.0
820,2021-03-10,0,0,0,8010,0,0.0
821,2021-03-11,0,0,0,8010,0,0.0
822,2021-03-12,0,0,0,8010,0,0.0
823,2021-03-15,0,0,0,8010,0,0.0
824,2021-03-16,0,0,0,8010,0,0.0
825,2021-03-17,0,0,0,8010,0,0.0
826,2021-03-18,0,0,0,8010,0,0.0
827,2021-03-19,0,0,0,8010,0,0.0
828,2021-03-22,0,0,0,8010,0,0.0
829,2021-03-23,0,0,0,8010,0,0.0
830,2021-03-24,0,0,0,8010,0,0.0
831,2021-03-25,0,0,0,8010,0,0.0
832,2021-03-26,0,0,0,8010,0,0.0
833,2021-03-29,0,0,0,8010,0,0.0
834,2021-03-30,0,0,0,8010,0,0.0
835,2021-03-31,0,0,0,8010,0,0.0
836,2021-04-01,0,0,0,8010,0,0.0
837,2021-04-02,0,0,0,8010,0,0.0
838,2021-04-05,0,0,0,8010,0,0.0
839,2021-04-06,0,0,0,8010,0,0.0
840,2021-04-07,0,0,0,8010,0,0.0
841,2021-04-08,0,0,0,8010,0,0.0
842,2021-04-09,0,0,0,8010,0,0.0
843,2021-04-12,0,0,0,8010,0,0.0
844,2021-04-13,0,0,0,8010,0,0.0
845,2021-04-14,0,0,0,8010,0,0.0
846,2021-04-15,0,0,0,8010,0,0.0
847,2021-04-16,0,0,0,8010,0,0.0
848,2021-04-19,0,0,0,8010,0,0.0
849,2021-04-20,0,0,0,8010,0,0.0
850,2021-04-21,0,0,0,8010,0,0.0
851,2021-04-22,0,0,0,8010,0,0.0
852,2021-04-23,0,0,0,8010,0,0.0
853,2021-04-26,0,0,0,8010,0,0.0
854,2021-04-27,0,0,0,8010,0,0.0
855,2021-04-28,0,0,0,8010,0,0.0
856,2021-04-29,0,0,0,8010,0,0.0
857,2021-04-30,0,0,0,8010,0,0.0
858,2021-05-03,0,0,0,8010,0,0.0
859,2021-05-04,0,0,0,8010,0,0.0
860,2021-05-06,0,0,0,8010,0,0.0
861,2021-05-07,0,0,0,8010,0,0.0
862,2021-05-10,0,0,0,8010,0,0.0
863,2021-05-11,0,0,0,8010,0,0.0
864,2021-05-12,0,0,0,8010,0,0.0
865,2021-05-13,0,0,0,8010,0,0.0
866,2021-05-14,0,0,0,8010,0,0.0
867,2021-05-17,0,0,0,8010,0,0.0
868,2021-05-18,0,0,0,8010,0,0.0
869,2021-05-20,0,0,0,8010,0,0.0
870,2021-05-21,0,0,0,8010,0,0.0
871,2021-05-24,0,0,0,8010,0,0.0
872,2021-05-25,0,0,0,8010,0,0.0
873,2021-05-26,0,0,0,8010,0,0.0
874,2021-05-27,0,0,0,8010,0,0.0
875,2021-05-28,0,0,0,8010,0,0.0
876,2021-05-31,0,0,0,8010,0,0.0
877,2021-06-01,0,0,0,8010,0,0.0
878,2021-06-02,0,0,0,8010,0,0.0
879,2021-06-03,0,0,0,8010,0,0.0
880,2021-06-04,0,0,0,8010,0,0.0
881,2021-06-07,0,0,0,8010,0,0.0
882,2021-06-08,0,0,0,8010,0,0.0
883,2021-06-09,0,0,0,8010,0,0.0
884,2021-06-10,0,0,0,8010,0,0.0
885,2021-06-11,0,0,0,8010,0,0.0
886,2021-06-14,0,0,0,8010,0,0.0
887,2021-06-15,0,0,0,8010,0,0.0
888,2021-06-16,0,0,0,8010,0,0.0
889,2021-06-17,0,0,0,8010,0,0.0
890,2021-06-18,0,0,0,8010,0,0.0
891,2021-06-21,0,0,0,8010,0,0.0
892,2021-06-22,0,0,0,8010,0,0.0
893,2021-06-23,0,0,0,8010,0,0.0
894,2021-06-24,0,0,0,8010,0,0.0
895,2021-06-25,0,0,0,8010,0,0.0
896,2021-06-28,0,0,0,8010,0,0.0
897,2021-06-29,0,0,0,8010,0,0.0
898,2021-06-30,0,0,0,8010,0,0.0
899,2021-07-01,0,0,0,8010,0,0.0
900,2021-07-02,0,0,0,8010,0,0.0
901,2021-07-05,0,0,0,8010,0,0.0
902,2021-07-06,0,0,0,8010,0,0.0
903,2021-07-07,0,0,0,8010,0,0.0
904,2021-07-08,0,0,0,8010,0,0.0
905,2021-07-09,0,0,0,8010,0,0.0
906,2021-07-12,0,0,0,8010,0,0.0
907,2021-07-13,0,0,0,8010,0,0.0
908,2021-07-14,0,0,0,8010,0,0.0
909,2021-07-15,0,0,0,8010,0,0.0
910,2021-07-16,0,0,0,8010,0,0.0
911,2021-07-19,0,0,0,8010,0,0.0
912,2021-07-20,0,0,0,8010,0,0.0
913,2021-07-21,0,0,0,8010,0,0.0
914,2021-07-22,0,0,0,8010,0,0.0
915,2021-07-23,0,0,0,8010,0,0.0
916,2021-07-26,0,0,0,8010,0,0.0
917,2021-07-27,0,0,0,8010,0,0.0
918,2021-07-28,0,0,0,8010,0,0.0
919,2021-07-29,0,0,0,8010,0,0.0
920,2021-07-30,0,0,0,8010,0,0.0
921,2021-08-02,0,0,0,8010,0,0.0
922,2021-08-03,0,0,0,8010,0,0.0
923,2021-08-04,0,0,0,8010,0,0.0
924,2021-08-05,0,0,0,8010,0,0.0
925,2021-08-06,0,0,0,8010,0,0.0
926,2021-08-09,0,0,0,8010,0,0.0
927,2021-08-10,0,0,0,8010,0,0.0
928,2021-08-11,0,0,0,8010,0,0.0
929,2021-08-12,0,0,0,8010,0,0.0
930,2021-08-13,0,0,0,8010,0,0.0
931,2021-08-17,0,0,0,8010,0,0.0
932,2021-08-18,0,0,0,8010,0,0.0
933,2021-08-19,0,0,0,8010,0,0.0
934,2021-08-20,0,0,0,8010,0,0.0
935,2021-08-23,0,0,0,8010,0,0.0
936,2021-08-24,0,0,0,8010,0,0.0
937,2021-08-25,0,0,0,8010,0,0.0
938,2021-08-26,0,0,0,8010,0,0.0
939,2021-08-27,0,0,0,8010,0,0.0
940,2021-08-30,0,0,0,8010,0,0.0
941,2021-08-31,0,0,0,8010,0,0.0
942,2021-09-01,0,0,0,8010,0,0.0
943,2021-09-02,0,0,0,8010,0,0.0
944,2021-09-03,0,0,0,8010,0,0.0
945,2021-09-06,0,0,0,8010,0,0.0
946,2021-09-07,0,0,0,8010,0,0.0
947,2021-09-08,0,0,0,8010,0,0.0
948,2021-09-09,0,0,0,8010,0,0.0
949,2021-09-10,0,0,0,8010,0,0.0
950,2021-09-13,0,0,0,8010,0,0.0
951,2021-09-14,0,0,0,8010,0,0.0
952,2021-09-15,0,0,0,8010,0,0.0
953,2021-09-16,0,0,0,8010,0,0.0
954,2021-09-17,0,0,0,8010,0,0.0
955,2021-09-23,0,0,0,8010,0,0.0
956,2021-09-24,0,0,0,8010,0,0.0
957,2021-09-27,0,0,0,8010,0,0.0
958,2021-09-28,0,0,0,8010,0,0.0
959,2021-09-29,0,0,0,8010,0,0.0
960,2021-09-30,0,0,0,8010,0,0.0
961,2021-10-01,0,0,0,8010,0,0.0
962,2021-10-05,0,0,0,8010,0,0.0
963,2021-10-06,0,0,0,8010,0,0.0
964,2021-10-07,0,0,0,8010,0,0.0
965,2021-10-08,0,0,0,8010,0,0.0
966,2021-10-12,0,0,0,8010,0,0.0
967,2021-10-13,0,0,0,8010,0,0.0
968,2021-10-14,0,0,0,8010,0,0.0
969,2021-10-15,0,0,0,8010,0,0.0
970,2021-10-18,0,0,0,8010,0,0.0
971,2021-10-19,0,0,0,8010,0,0.0
972,2021-10-20,0,0,0,8010,0,0.0
973,2021-10-21,0,0,0,8010,0,0.0
974,2021-10-22,0,0,0,8010,0,0.0
975,2021-10-25,0,0,0,8010,0,0.0
976,2021-10-26,0,0,0,8010,0,0.0
977,2021-10-27,0,0,0,8010,0,0.0
978,2021-10-28,0,0,0,8010,0,0.0
979,2021-10-29,0,0,0,8010,0,0.0
980,2021-11-01,0,0,0,8010,0,0.0
981,2021-11-02,0,0,0,8010,0,0.0
982,2021-11-03,0,0,0,8010,0,0.0
983,2021-11-04,0,0,0,8010,0,0.0
984,2021-11-05,0,0,0,8010,0,0.0
985,2021-11-08,0,0,0,8010,0,0.0
986,2021-11-09,0,0,0,8010,0,0.0
987,2021-11-10,0,0,0,8010,0,0.0
988,2021-11-11,0,0,0,8010,0,0.0
989,2021-11-12,0,0,0,8010,0,0.0
990,2021-11-15,0,0,0,8010,0,0.0
991,2021-11-16,0,0,0,8010,0,0.0
992,2021-11-17,0,0,0,8010,0,0.0
993,2021-11-18,0,0,0,8010,0,0.0
994,2021-11-19,0,0,0,8010,0,0.0
995,2021-11-22,0,0,0,8010,0,0.0
996,2021-11-23,0,0,0,8010,0,0.0
997,2021-11-24,0,0,0,8010,0,0.0
998,2021-11-25,0,0,0,8010,0,0.0
999,2021-11-26,0,0,0,8010,0,0.0
1000,2021-11-29,0,0,0,8010,0,0.0
1001,2021-11-30,0,0,0,8010,0,0.0
1002,2021-12-01,0,0,0,8010,0,0.0
1003,2021-12-02,0,0,0,8010,0,0.0
1004,2021-12-03,0,0,0,8010,0,0.0
1005,2021-12-06,0,0,0,8010,0,0.0
1006,2021-12-07,0,0,0,8010,0,0.0
1007,2021-12-08,0,0,0,8010,0,0.0
1008,2021-12-09,0,0,0,8010,0,0.0
1009,2021-12-10,0,0,0,8010,0,0.0
